0,1,2,3,4,5,6,7,8,9,10,11,12
AB Agarkar (INDIA),0,-,4,0,0,0,1,,v West Indies,Port of Spain,26-May-06,
S Chattergoon (WI),0,-,1,0,0,0,1,,v India,Port of Spain,28-May-06,
RV Uthappa (INDIA),0,-,3,0,0,0,2,,v West Indies,Port of Spain,28-May-06,
MM Patel (INDIA),0,-,1,0,0,0,2,,v West Indies,Port of Spain,28-May-06,
DI Joyce (IRE),0,2,3,0,0,0,2,,v England,Belfast,13-Jun-06,
PG Gillespie (IRE),0,3,3,0,0,0,2,,v England,Belfast,13-Jun-06,
PD Collingwood (ENG),0,4,7,0,0,0,2,,v Sri Lanka,Lord's,17-Jun-06,
MF Maharoof (SL),0,2,0,0,0,-,1,,v England,The Oval,20-Jun-06,
AGR Loudon (ENG),0,1,0,0,0,-,1,,v Sri Lanka,Chester-le-Street,24-Jun-06,
CJO Smith (SCOT),0,4,3,0,0,0,1,,v Pakistan,Edinburgh,27-Jun-06,
PJC Hoffmann (SCOT),0,1,1,0,0,0,1,,v Pakistan,Edinburgh,27-Jun-06,
JAR Blain (SCOT),0,6,11,0,0,0,1,,v Pakistan,Edinburgh,27-Jun-06,
Kabir Ali (ENG),0,2,1,0,0,0,2,,v Sri Lanka,Manchester,28-Jun-06,
KS Lokuarachchi (SL),0,1,1,0,0,0,1,,v Netherlands,Amstelveen,04-Jul-06,
Mohammad Kashif (NL),0,2,3,0,0,0,2,,v Sri Lanka,Amstelveen,04-Jul-06,
DPMD Jayawardene (SL),0,1,1,0,0,0,1,,v Netherlands,Amstelveen,06-Jul-06,
PM Seelaar (NL),0,5,7,0,0,0,2,,v Sri Lanka,Amstelveen,06-Jul-06,
Aftab Ahmed (BDESH),0,10,3,0,0,0,1,,v Zimbabwe,Harare,29-Jul-06,
RS Higgins (ZIM),0,1,1,0,0,0,2,,v Bangladesh,Harare,29-Jul-06,
Shahriar Nafees (BDESH),0,4,1,0,0,0,1,,v Zimbabwe,Harare,02-Aug-06,
Mohammad Rafique (BDESH),0,6,6,0,0,0,1,,v Zimbabwe,Harare,02-Aug-06,
E Chigumbura (ZIM),0,1,1,0,0,0,2,,v Bangladesh,Harare,02-Aug-06,
P Utseya (ZIM),0,1,1,0,0,0,2,,v Bangladesh,Harare,02-Aug-06,
Mohammad Rafique (BDESH),0,10,10,0,0,0,1,,v Zimbabwe,Harare,04-Aug-06,
PG Gillespie (IRE),0,0,2,0,0,0,1,,v Scotland,Ayr,05-Aug-06,
S Thuraisingam (CAN),0,5,1,0,0,0,2,,v Kenya,Toronto,05-Aug-06,
E Chigumbura (ZIM),0,6,3,0,0,0,1,,v Bangladesh,Harare,06-Aug-06,
PW Borren (NL),0,8,9,0,0,0,1,,v Scotland,Ayr,06-Aug-06,
JM Davison (CAN),0,5,8,0,0,0,1,,v Kenya,Toronto,06-Aug-06,
N Ifill (CAN),0,1,2,0,0,0,1,,v Kenya,Toronto,06-Aug-06,
Qaiser Ali (CAN),0,2,1,0,0,0,1,,v Kenya,Toronto,06-Aug-06,
DES Maxwell (CAN),0,4,4,0,0,0,1,,v Kenya,Toronto,06-Aug-06,
H Osinde (CAN),0,1,1,0,0,0,1,,v Kenya,Toronto,06-Aug-06,
JK Kamande (KENYA),0,5,3,0,0,0,2,,v Canada,Toronto,06-Aug-06,
HS Modi (KENYA),0,1,3,0,0,0,2,,v Canada,Toronto,06-Aug-06,
PG Gillespie (IRE),0,3,1,0,0,0,1,,v Netherlands,Ayr,08-Aug-06,
JF Mooney (IRE),0,1,1,0,0,0,1,,v Netherlands,Ayr,08-Aug-06,
WF Stelling (NL),0,1,1,0,0,0,2,,v Ireland,Ayr,08-Aug-06,
DLS van Bunge (NL),0,1,2,0,0,0,2,,v Ireland,Ayr,08-Aug-06,
MA Ouma (KENYA),0,-,5,0,0,0,1,,v Bangladesh,Nairobi (Gym),12-Aug-06,
SO Tikolo (KENYA),0,-,5,0,0,0,1,,v Bangladesh,Nairobi (Gym),13-Aug-06,
Mohammad Rafique (BDESH),0,-,7,0,0,0,2,,v Kenya,Nairobi (Gym),13-Aug-06,
KO Otieno (KENYA),0,-,1,0,0,0,1,,v Bangladesh,Nairobi (Gym),15-Aug-06,
NN Odhiambo (KENYA),0,-,2,0,0,0,1,,v Bangladesh,Nairobi (Gym),15-Aug-06,
JM Davison (CAN),0,2,4,0,0,0,1,,v Bermuda,Toronto,19-Aug-06,
GH O'Brien (BMUDA),0,3,5,0,0,0,1,,v Canada,Toronto,21-Aug-06,
CMW Read (ENG),0,2,2,0,0,0,1,,v Pakistan,Cardiff,30-Aug-06,
AJ Strauss (ENG),0,3,1,0,0,0,1,,v Pakistan,Lord's,02-Sep-06,
ME Trescothick (ENG),0,1,1,0,0,0,1,,v Pakistan,Southampton,05-Sep-06,
R Clarke (ENG),0,2,1,0,0,0,1,,v Pakistan,Southampton,05-Sep-06,
SI Mahmood (ENG),0,3,0,0,0,-,1,,v Pakistan,Southampton,05-Sep-06,
Shahid Afridi (PAK),0,5,3,0,0,0,2,,v England,Southampton,05-Sep-06,
Kamran Akmal (PAK),0,1,1,0,0,0,2,,v England,Southampton,05-Sep-06,
Younis Khan (PAK),0,7,6,0,0,0,1,,v England,Nottingham,08-Sep-06,
Shoaib Malik (PAK),0,1,2,0,0,0,1,,v England,Nottingham,08-Sep-06,
JWM Dalrymple (ENG),0,1,3,0,0,0,2,,v Pakistan,Birmingham,10-Sep-06,
CS Baugh (WI),0,2,5,0,0,0,2,,v Australia,Kuala Lumpur,12-Sep-06,
IDR Bradshaw (WI),0,2,1,0,0,0,2,,v Australia,Kuala Lumpur,12-Sep-06,
JE Taylor (WI),0,1,1,0,0,0,2,,v Australia,Kuala Lumpur,12-Sep-06,
IK Pathan (INDIA),0,1,1,0,0,0,2,,v Australia,Kuala Lumpur,16-Sep-06,
Yuvraj Singh (INDIA),0,6,3,0,0,0,2,,v Australia,Kuala Lumpur,16-Sep-06,
SR Watson (AUS),0,3,7,0,0,0,1,,v West Indies,Kuala Lumpur,18-Sep-06,
S Chanderpaul (WI),0,19,10,0,0,0,2,,v Australia,Kuala Lumpur,18-Sep-06,
MN Samuels (WI),0,1,2,0,0,0,2,,v Australia,Kuala Lumpur,18-Sep-06,
V Sibanda (ZIM),0,6,9,0,0,0,1,,v South Africa,East London,18-Sep-06,
R Dravid (INDIA),0,2,3,0,0,0,1,,v West Indies,Kuala Lumpur,20-Sep-06,
Yuvraj Singh (INDIA),0,5,4,0,0,0,1,,v West Indies,Kuala Lumpur,20-Sep-06,
S Sreesanth (INDIA),0,9,4,0,0,0,1,,v West Indies,Kuala Lumpur,20-Sep-06,
CD Collymore (WI),0,7,5,0,0,0,2,,v India,Kuala Lumpur,20-Sep-06,
Harbhajan Singh (INDIA),0,2,2,0,0,0,2,,v Australia,Kuala Lumpur,22-Sep-06,
CH Gayle (WI),0,1,1,0,0,0,2,,v Australia,Kuala Lumpur,24-Sep-06,
RS Morton (WI),0,56,31,0,0,0,2,,v Australia,Kuala Lumpur,24-Sep-06,
WW Hinds (WI),0,2,5,0,0,0,2,,v Australia,Kuala Lumpur,24-Sep-06,
IDR Bradshaw (WI),0,1,3,0,0,0,2,,v Australia,Kuala Lumpur,24-Sep-06,
MF Maharoof (SL),0,3,1,0,0,0,1,,v Bangladesh,Mohali,07-Oct-06,
Habibul Bashar (BDESH),0,1,2,0,0,0,2,,v Sri Lanka,Mohali,07-Oct-06,
EC Rainsford (ZIM),0,9,13,0,0,0,1,,v West Indies,Ahmedabad,08-Oct-06,
AJ Ireland (ZIM),0,30,8,0,0,0,2,,v Sri Lanka,Ahmedabad,10-Oct-06,
Shakib Al Hasan (BDESH),0,3,3,0,0,0,1,,v West Indies,Jaipur,11-Oct-06,
Habibul Bashar (BDESH),0,2,1,0,0,0,1,,v West Indies,Jaipur,11-Oct-06,
Farhad Reza (BDESH),0,5,4,0,0,0,1,,v Zimbabwe,Jaipur,13-Oct-06,
TP Kamungozi (ZIM),0,1,2,0,0,0,2,,v Bangladesh,Jaipur,13-Oct-06,
CH Gayle (WI),0,4,5,0,0,0,1,,v Sri Lanka,Mumbai (BS),14-Oct-06,
RR Sarwan (WI),0,9,3,0,0,0,1,,v Sri Lanka,Mumbai (BS),14-Oct-06,
DJ Bravo (WI),0,8,3,0,0,0,1,,v Sri Lanka,Mumbai (BS),14-Oct-06,
DR Smith (WI),0,2,2,0,0,0,1,,v Sri Lanka,Mumbai (BS),14-Oct-06,
WU Tharanga (SL),0,2,1,0,0,0,2,,v West Indies,Mumbai (BS),14-Oct-06,
A Flintoff (ENG),0,6,7,0,0,0,1,,v India,Jaipur,15-Oct-06,
SK Raina (INDIA),0,2,2,0,0,0,2,,v England,Jaipur,15-Oct-06,
HH Dippenaar (SA),0,2,3,0,0,0,2,,v New Zealand,Mumbai (BS),16-Oct-06,
HH Gibbs (SA),0,6,2,0,0,0,2,,v New Zealand,Mumbai (BS),16-Oct-06,
RJ Peterson (SA),0,3,2,0,0,0,2,,v New Zealand,Mumbai (BS),16-Oct-06,
A Nel (SA),0,6,4,0,0,0,2,,v New Zealand,Mumbai (BS),16-Oct-06,
M Muralitharan (SL),0,3,2,0,0,0,1,,v Pakistan,Jaipur,17-Oct-06,
SL Malinga (SL),0,2,1,0,0,0,1,,v Pakistan,Jaipur,17-Oct-06,
SR Watson (AUS),0,11,3,0,0,0,2,,v West Indies,Mumbai (BS),18-Oct-06,
B Lee (AUS),0,1,1,0,0,0,2,,v West Indies,Mumbai (BS),18-Oct-06,
SP Fleming (NZ),0,23,11,0,0,0,1,,v Sri Lanka,Mumbai (BS),20-Oct-06,
CMW Read (ENG),0,5,2,0,0,0,1,,v Australia,Jaipur,21-Oct-06,
A Nel (SA),0,1,1,0,0,0,1,,v Sri Lanka,Ahmedabad,24-Oct-06,
KC Sangakkara (SL),0,9,9,0,0,0,2,,v South Africa,Ahmedabad,24-Oct-06,
IK Pathan (INDIA),0,7,6,0,0,0,1,,v West Indies,Ahmedabad,26-Oct-06,
DR Smith (WI),0,2,1,0,0,0,2,,v India,Ahmedabad,26-Oct-06,
GC Smith (SA),0,1,2,0,0,0,1,,v Pakistan,Mohali,27-Oct-06,
HH Gibbs (SA),0,1,1,0,0,0,1,,v Pakistan,Mohali,27-Oct-06,
Shoaib Malik (PAK),0,5,3,0,0,0,2,,v South Africa,Mohali,27-Oct-06,
PD Collingwood (ENG),0,1,1,0,0,0,2,,v West Indies,Ahmedabad,28-Oct-06,
SR Watson (AUS),0,10,4,0,0,0,1,,v New Zealand,Mohali,01-Nov-06,
NJ Astle (NZ),0,3,4,0,0,0,2,,v Australia,Mohali,01-Nov-06,
RS Morton (WI),0,2,5,0,0,0,2,,v South Africa,Jaipur,02-Nov-06,
CD Collymore (WI),0,7,5,0,0,0,1,,v Australia,Mumbai (BS),05-Nov-06,
RT Ponting (AUS),0,5,2,0,0,0,2,,v West Indies,Mumbai (BS),05-Nov-06,
MA Ouma (KENYA),0,-,19,0,0,0,1,,v Bermuda,Mombasa,11-Nov-06,
DL Hemp (BMUDA),0,-,2,0,0,0,2,,v Kenya,Mombasa,11-Nov-06,
JK Kamande (KENYA),0,5,1,0,0,0,1,,v Bermuda,Mombasa,14-Nov-06,
NN Odhiambo (KENYA),0,0,1,0,0,0,1,,v Bermuda,Mombasa,14-Nov-06,
SD Outerbridge (BMUDA),0,1,4,0,0,0,2,,v Kenya,Mombasa,14-Nov-06,
SM Pollock (SA),0,2,3,0,0,0,1,,v India,Durban,22-Nov-06,
W Jaffer (INDIA),0,2,3,0,0,0,2,,v South Africa,Durban,22-Nov-06,
AM Samad (CAN),0,1,2,0,0,0,2,,v Netherlands,Potchefstroom,26-Nov-06,
GC Smith (SA),0,2,2,0,0,0,1,,v India,Cape Town,26-Nov-06,
JH Kallis (SA),0,2,2,0,0,0,1,,v India,Cape Town,26-Nov-06,
V Sehwag (INDIA),0,2,4,0,0,0,2,,v South Africa,Cape Town,26-Nov-06,
A Kumble (INDIA),0,5,3,0,0,0,2,,v South Africa,Cape Town,26-Nov-06,
KL Tucker (BMUDA),0,2,4,0,0,0,1,,v Canada,Potchefstroom,27-Nov-06,
GC Smith (SA),0,2,3,0,0,0,1,,v India,Port Elizabeth,29-Nov-06,
LE Bosman (SA),0,15,2,0,0,0,1,,v India,Port Elizabeth,29-Nov-06,
JM Kemp (SA),0,2,1,0,0,0,1,,v India,Port Elizabeth,29-Nov-06,
DA Minors (BMUDA),0,5,1,0,0,0,1,,v Canada,Benoni,30-Nov-06,
DL Hemp (BMUDA),0,2,2,0,0,0,1,,v Canada,Benoni,30-Nov-06,
S Dhaniram (CAN),0,8,9,0,0,0,1,,v Netherlands,Benoni,01-Dec-06,
B Zuiderent (NL),0,3,1,0,0,0,2,,v Canada,Benoni,01-Dec-06,
J Smits (NL),0,2,1,0,0,0,2,,v Canada,Benoni,01-Dec-06,
TBM de Leede (NL),0,1,1,0,0,0,1,,v Bermuda,Benoni,02-Dec-06,
PW Borren (NL),0,7,8,0,0,0,1,,v Bermuda,Benoni,02-Dec-06,
CJ Smith (BMUDA),0,3,6,0,0,0,2,,v Netherlands,Benoni,02-Dec-06,
VVS Laxman (INDIA),0,2,1,0,0,0,1,,v South Africa,Centurion,03-Dec-06,
LMP Simmons (WI),0,2,2,0,0,0,1,,v Pakistan,Faisalabad,07-Dec-06,
CH Gayle (WI),0,9,4,0,0,0,1,,v Pakistan,Faisalabad,07-Dec-06,
DR Smith (WI),0,2,3,0,0,0,1,,v Pakistan,Faisalabad,07-Dec-06,
Mohammad Hafeez (PAK),0,2,1,0,0,0,2,,v West Indies,Faisalabad,07-Dec-06,
SC Williams (ZIM),0,2,1,0,0,0,1,,v Bangladesh,Dhaka,08-Dec-06,
ML Nkala (ZIM),0,7,7,0,0,0,1,,v Bangladesh,Dhaka,08-Dec-06,
Mashrafe Mortaza (BDESH),0,5,6,0,0,0,2,,v Zimbabwe,Dhaka,09-Dec-06,
BC Lara (WI),0,5,1,0,0,0,1,,v Pakistan,Lahore,10-Dec-06,
Shoaib Malik (PAK),0,8,12,0,0,0,1,,v West Indies,Multan,13-Dec-06,
LMP Simmons (WI),0,2,1,0,0,0,2,,v Pakistan,Multan,13-Dec-06,
NS Poonia (SCOT),0,7,2,0,0,0,1,,v Bangladesh,Chattogram,15-Dec-06,
RR Watson (SCOT),0,5,7,0,0,0,1,,v Bangladesh,Chattogram,15-Dec-06,
NFI McCallum (SCOT),0,5,2,0,0,0,1,,v Bangladesh,Chattogram,15-Dec-06,
CM Wright (SCOT),0,4,7,0,0,0,1,,v Bangladesh,Chattogram,15-Dec-06,
NS Poonia (SCOT),0,2,2,0,0,0,2,,v Bangladesh,Dhaka,17-Dec-06,
DR Brown (SCOT),0,1,2,0,0,0,2,,v Bangladesh,Dhaka,17-Dec-06,
CM Wright (SCOT),0,2,3,0,0,0,2,,v Bangladesh,Dhaka,17-Dec-06,
JAH Marshall (NZ),0,1,1,0,0,0,1,,v Sri Lanka,Napier,28-Dec-06,
ST Jayasuriya (SL),0,6,2,0,0,0,1,,v New Zealand,Christchurch,02-Jan-07,
PDRL Perera (SL),0,2,2,0,0,0,1,,v New Zealand,Christchurch,02-Jan-07,
NJ Astle (NZ),0,1,2,0,0,0,2,,v Sri Lanka,Christchurch,02-Jan-07,
LRPL Taylor (NZ),0,6,4,0,0,0,2,,v Sri Lanka,Christchurch,02-Jan-07,
DPMD Jayawardene (SL),0,2,2,0,0,0,1,,v New Zealand,Auckland,06-Jan-07,
SP Fleming (NZ),0,10,5,0,0,0,2,,v Sri Lanka,Auckland,06-Jan-07,
LRPL Taylor (NZ),0,11,7,0,0,0,2,,v Sri Lanka,Auckland,06-Jan-07,
MR Gillespie (NZ),0,7,4,0,0,0,2,,v Sri Lanka,Auckland,06-Jan-07,
PA Nixon (ENG),0,5,4,0,0,0,1,,v Australia,Melbourne,12-Jan-07,
NW Bracken (AUS),0,1,1,0,0,0,1,,v New Zealand,Hobart,14-Jan-07,
NJ Astle (NZ),0,8,3,0,0,0,2,,v Australia,Hobart,14-Jan-07,
NS Poonia (SCOT),0,4,7,0,0,0,2,,v Kenya,Mombasa,17-Jan-07,
S Jyoti (CAN),0,2,2,0,0,0,1,,v Scotland,Mombasa,18-Jan-07,
RM Haq (SCOT),0,3,5,0,0,0,2,,v Canada,Mombasa,18-Jan-07,
PD Collingwood (ENG),0,3,1,0,0,0,1,,v Australia,Brisbane,19-Jan-07,
BJ Hodge (AUS),0,5,3,0,0,0,2,,v England,Brisbane,19-Jan-07,
NJ Astle (NZ),0,13,4,0,0,0,1,,v Australia,Sydney,21-Jan-07,
HJH Marshall (NZ),0,7,3,0,0,0,1,,v Australia,Sydney,21-Jan-07,
ML Hayden (AUS),0,13,10,0,0,0,2,,v New Zealand,Sydney,21-Jan-07,
IDR Bradshaw (WI),0,7,2,0,0,0,2,,v India,Nagpur,21-Jan-07,
SO Tikolo (KENYA),0,3,4,0,0,0,1,,v Scotland,Mombasa,21-Jan-07,
T Mishra (KENYA),0,3,4,0,0,0,1,,v Scotland,Mombasa,21-Jan-07,
DR Brown (SCOT),0,0,2,0,0,0,2,,v Kenya,Mombasa,21-Jan-07,
NS Poonia (SCOT),0,2,2,0,0,0,2,,v Kenya,Mombasa,21-Jan-07,
JWM Dalrymple (ENG),0,7,6,0,0,0,2,,v New Zealand,Adelaide,23-Jan-07,
AC Cummins (CAN),0,0,1,0,0,0,1,,v Scotland,Mombasa,23-Jan-07,
CJO Smith (SCOT),0,5,5,0,0,0,2,,v Canada,Mombasa,23-Jan-07,
SR Tendulkar (INDIA),0,6,6,0,0,0,1,,v West Indies,Cuttack,24-Jan-07,
RS Morton (WI),0,3,4,0,0,0,2,,v India,Cuttack,24-Jan-07,
LE Plunkett (ENG),0,3,4,0,0,0,1,,v Australia,Adelaide,26-Jan-07,
CT Tremlett (ENG),0,3,3,0,0,0,1,,v Australia,Adelaide,26-Jan-07,
G Gambhir (INDIA),0,9,6,0,0,0,1,,v West Indies,Chennai,27-Jan-07,
CH Gayle (WI),0,1,1,0,0,0,2,,v India,Chennai,27-Jan-07,
CJ Smith (BMUDA),0,2,3,0,0,0,1,,v Kenya,Nairobi (Jaff),29-Jan-07,
DCC Borden (BMUDA),0,14,8,0,0,0,1,,v Kenya,Nairobi (Jaff),29-Jan-07,
AM Samad (CAN),0,16,7,0,0,0,1,,v Netherlands,Nairobi (Ruaraka),30-Jan-07,
KT Sandher (CAN),0,2,1,0,0,0,1,,v Netherlands,Nairobi (Ruaraka),30-Jan-07,
PJC Hoffmann (SCOT),0,3,3,0,0,0,2,,v Ireland,Nairobi (Gym),30-Jan-07,
DR Smith (WI),0,12,5,0,0,0,2,,v India,Vadodara,31-Jan-07,
EJG Morgan (IRE),0,4,6,0,0,0,2,,v Bermuda,Nairobi (Jaff),31-Jan-07,
Qaiser Ali (CAN),0,7,10,0,0,0,2,,v Scotland,Nairobi (Ruaraka),31-Jan-07,
AN Kervezee (NL),0,1,2,0,0,0,1,,v Kenya,Nairobi (Gym),31-Jan-07,
AC Gilchrist (AUS),0,1,1,0,0,0,2,,v England,Sydney,02-Feb-07,
MO Jones (BMUDA),0,2,4,0,0,0,2,,v Canada,Nairobi (Gym),02-Feb-07,
RDM Leverock (BMUDA),0,1,1,0,0,0,2,,v Canada,Nairobi (Gym),02-Feb-07,
PJ Ongondo (KENYA),0,2,2,0,0,0,2,,v Ireland,Nairobi (Ruaraka),02-Feb-07,
NFI McCallum (SCOT),0,1,1,0,0,0,1,,v Netherlands,Nairobi (Jaff),02-Feb-07,
PJC Hoffmann (SCOT),0,2,2,0,0,0,1,,v Netherlands,Nairobi (Jaff),02-Feb-07,
E Schiferli (NL),0,3,1,0,0,0,2,,v Scotland,Nairobi (Jaff),02-Feb-07,
DJ Reekers (NL),0,2,2,0,0,0,2,,v Bermuda,Nairobi (Ruaraka),04-Feb-07,
NJ O'Brien (IRE),0,5,5,0,0,0,1,,v Canada,Nairobi (Jaff),04-Feb-07,
D Langford-Smith (IRE),0,4,1,0,0,0,1,,v Canada,Nairobi (Jaff),04-Feb-07,
Naved-ul-Hasan (PAK),0,2,2,0,0,0,2,,v South Africa,Centurion,04-Feb-07,
PJ Ongondo (KENYA),0,-,3,0,0,0,1,,v Canada,Nairobi (Jaff),05-Feb-07,
Qaiser Ali (CAN),0,-,5,0,0,0,2,,v Kenya,Nairobi (Jaff),05-Feb-07,
D Langford-Smith (IRE),0,1,1,0,0,0,2,,v Netherlands,Nairobi (Gym),05-Feb-07,
MP Vaughan (ENG),0,6,1,0,0,0,1,,v New Zealand,Brisbane,06-Feb-07,
PA Nixon (ENG),0,3,2,0,0,0,1,,v New Zealand,Brisbane,06-Feb-07,
Habibul Bashar (BDESH),0,4,4,0,0,0,1,,v Zimbabwe,Harare,06-Feb-07,
GM Hamilton (SCOT),0,-,3,0,0,0,1,,v Kenya,Nairobi (Gym),07-Feb-07,
NFI McCallum (SCOT),0,-,8,0,0,0,1,,v Kenya,Nairobi (Gym),07-Feb-07,
Kamran Akmal (PAK),0,2,3,0,0,0,1,,v South Africa,Durban,07-Feb-07,
DPMD Jayawardene (SL),0,-,4,0,0,0,1,,v India,Kolkata,08-Feb-07,
B Lee (AUS),0,5,5,0,0,0,1,,v England,Melbourne,09-Feb-07,
GD McGrath (AUS),0,4,2,0,0,0,1,,v England,Melbourne,09-Feb-07,
MB Loye (ENG),0,9,6,0,0,0,2,,v Australia,Melbourne,09-Feb-07,
AJ Strauss (ENG),0,3,2,0,0,0,2,,v Australia,Melbourne,09-Feb-07,
P Utseya (ZIM),0,4,1,0,0,0,2,,v Bangladesh,Harare,09-Feb-07,
Shahriar Nafees (BDESH),0,6,2,0,0,0,2,,v Zimbabwe,Harare,10-Feb-07,
Tushar Imran (BDESH),0,2,1,0,0,0,2,,v Zimbabwe,Harare,10-Feb-07,
Tapash Baisya (BDESH),0,9,4,0,0,0,2,,v Zimbabwe,Harare,10-Feb-07,
MJ Clarke (AUS),0,17,9,0,0,0,2,,v England,Sydney,11-Feb-07,
MEK Hussey (AUS),0,18,10,0,0,0,2,,v England,Sydney,11-Feb-07,
Imran Nazir (PAK),0,2,4,0,0,0,1,,v South Africa,Cape Town,11-Feb-07,
Abdur Rehman (PAK),0,21,18,0,0,0,1,,v South Africa,Cape Town,11-Feb-07,
Mohammad Asif (PAK),0,3,1,0,0,0,1,,v South Africa,Cape Town,11-Feb-07,
KC Sangakkara (SL),0,8,4,0,0,0,1,,v India,Margao,14-Feb-07,
Mohammad Hafeez (PAK),0,3,6,0,0,0,1,,v South Africa,Johannesburg,14-Feb-07,
Inzamam-ul-Haq (PAK),0,10,6,0,0,0,1,,v South Africa,Johannesburg,14-Feb-07,
GC Smith (SA),0,2,1,0,0,0,2,,v Pakistan,Johannesburg,14-Feb-07,
NW Bracken (AUS),0,3,4,0,0,0,1,,v New Zealand,Wellington,16-Feb-07,
SB Styris (NZ),0,18,7,0,0,0,2,,v Australia,Hamilton,20-Feb-07,
IH Romaine (BMUDA),0,-,3,0,0,0,1,,v Bangladesh,St John's,25-Feb-07,
Shahriar Nafees (BDESH),0,-,1,0,0,0,1,,v Canada,St John's,28-Feb-07,
Aftab Ahmed (BDESH),0,-,2,0,0,0,1,,v Canada,St John's,28-Feb-07,
A Bagai (CAN),0,-,1,0,0,0,2,,v Bangladesh,St John's,28-Feb-07,
GR Codrington (CAN),0,-,2,0,0,0,2,,v Bangladesh,St John's,28-Feb-07,
Kamran Akmal (PAK),0,3,1,0,0,0,2,,v West Indies,Kingston,13-Mar-07,
Umar Gul (PAK),0,1,1,0,0,0,2,,v West Indies,Kingston,13-Mar-07,
CJ Smith (BMUDA),0,3,5,0,0,0,2,,v Sri Lanka,Port of Spain,15-Mar-07,
S Mukuddem (BMUDA),0,10,4,0,0,0,2,,v Sri Lanka,Port of Spain,15-Mar-07,
IH Romaine (BMUDA),0,1,1,0,0,0,2,,v Sri Lanka,Port of Spain,15-Mar-07,
WTS Porterfield (IRE),0,4,6,0,0,0,1,,v Zimbabwe,Kingston,15-Mar-07,
WK McCallan (IRE),0,2,3,0,0,0,1,,v Zimbabwe,Kingston,15-Mar-07,
CB Mpofu (ZIM),0,3,5,0,0,0,2,,v Ireland,Kingston,15-Mar-07,
EC Joyce (ENG),0,1,2,0,0,0,1,,v New Zealand,Gros Islet,16-Mar-07,
A Flintoff (ENG),0,8,1,0,0,0,1,,v New Zealand,Gros Islet,16-Mar-07,
L Vincent (NZ),0,4,6,0,0,0,2,,v England,Gros Islet,16-Mar-07,
LRPL Taylor (NZ),0,4,1,0,0,0,2,,v England,Gros Islet,16-Mar-07,
AB de Villiers (SA),0,2,2,0,0,0,1,,v Netherlands,Basseterre,16-Mar-07,
MS Dhoni (INDIA),0,5,3,0,0,0,1,,v Bangladesh,Port of Spain,17-Mar-07,
Harbhajan Singh (INDIA),0,4,3,0,0,0,1,,v Bangladesh,Port of Spain,17-Mar-07,
AB Agarkar (INDIA),0,7,2,0,0,0,1,,v Bangladesh,Port of Spain,17-Mar-07,
Younis Khan (PAK),0,13,3,0,0,0,1,,v Ireland,Kingston,17-Mar-07,
AC Botha (IRE),0,14,6,0,0,0,2,,v Pakistan,Kingston,17-Mar-07,
WK McCallan (IRE),0,1,1,0,0,0,2,,v Pakistan,Kingston,17-Mar-07,
AN Kervezee (NL),0,2,2,0,0,0,2,,v Australia,Basseterre,18-Mar-07,
LP van Troost (NL),0,6,4,0,0,0,2,,v Australia,Basseterre,18-Mar-07,
MBS Jonkman (NL),0,2,2,0,0,0,2,,v Australia,Basseterre,18-Mar-07,
OL Pitcher (BMUDA),0,3,6,0,0,0,2,,v India,Port of Spain,19-Mar-07,
IH Romaine (BMUDA),0,12,10,0,0,0,2,,v India,Port of Spain,19-Mar-07,
JJ Tucker (BMUDA),0,6,6,0,0,0,2,,v India,Port of Spain,19-Mar-07,
LOB Cann (BMUDA),0,1,2,0,0,0,2,,v India,Port of Spain,19-Mar-07,
KAD Hurdle (BMUDA),0,5,4,0,0,0,2,,v India,Port of Spain,19-Mar-07,
F Kasteni (ZIM),0,2,1,0,0,0,1,,v West Indies,Kingston,19-Mar-07,
L Vincent (NZ),0,3,4,0,0,0,1,,v Kenya,Gros Islet,20-Mar-07,
Shahriar Nafees (BDESH),0,3,3,0,0,0,2,,v Sri Lanka,Port of Spain,21-Mar-07,
Abdur Razzak (BDESH),0,6,2,0,0,0,2,,v Sri Lanka,Port of Spain,21-Mar-07,
Syed Rasel (BDESH),0,5,1,0,0,0,2,,v Sri Lanka,Port of Spain,21-Mar-07,
V Sibanda (ZIM),0,2,2,0,0,0,2,,v Pakistan,Kingston,21-Mar-07,
T Mupariwa (ZIM),0,3,3,0,0,0,2,,v Pakistan,Kingston,21-Mar-07,
AA Mulla (CAN),0,2,2,0,0,0,2,,v New Zealand,Gros Islet,22-Mar-07,
H Osinde (CAN),0,1,1,0,0,0,2,,v New Zealand,Gros Islet,22-Mar-07,
NS Poonia (SCOT),0,2,2,0,0,0,1,,v Netherlands,Basseterre,22-Mar-07,
DR Brown (SCOT),0,2,1,0,0,0,1,,v Netherlands,Basseterre,22-Mar-07,
SR Tendulkar (INDIA),0,5,3,0,0,0,2,,v Sri Lanka,Port of Spain,23-Mar-07,
MS Dhoni (INDIA),0,3,1,0,0,0,2,,v Sri Lanka,Port of Spain,23-Mar-07,
WTS Porterfield (IRE),0,7,2,0,0,0,1,,v West Indies,Kingston,23-Mar-07,
JF Mooney (IRE),0,1,1,0,0,0,1,,v West Indies,Kingston,23-Mar-07,
CK Langeveldt (SA),0,8,6,0,0,0,2,,v Australia,Basseterre,24-Mar-07,
T Mishra (KENYA),0,2,3,0,0,0,1,,v England,Gros Islet,24-Mar-07,
